Order_Unique_ID,Payment_Unique_ID,Payment_Sequential,Payment_Type,Payment_Installments,Payment_Value,Check_Date,Card_Type,Card_Num,Transaction_Log_ID,Transaction_User_ID,Transaction_Status
299001831,52260710,1,credit_card,2,240.52,28-Dec-17,americanexpress,4729-2233-5375-6880,LVmRmu,PK13 CUGZ 8WGW TMN7 B0OK UHWE,Void
632635233,752920967,1,credit_card,3,33.13,28-Dec-17,jcb,4622-8292-1120-1790,jX54JnqQ,RO89 NQXB BF7R ZGEN BB2F OWV7,Cancelled
707177718,296776275,1,credit_card,1,213.9,03-Jan-18,mastercard,5096-6053-0189-0410,gtU5oc9,GT49 2MRE K1HF QI4X 6HSE P0YN EN7Z,Completed
130249357,80883449,1,credit_card,8,362.17,05-Jan-18,jcb,4735-1961-4583-2860,d8KfXI0c7AK,ES83 5976 5972 2813 0111 6737,Void
280056376,503462293,1,credit_card,2,88.72,09-Jan-18,diners-club-enroute,6787-5282-8096-6650,2ym7p9syK,FR50 8546 9893 52MS YV7G WVXP P08,Cancelled
511009455,401519569,1,credit_card,2,46.85,10-Jan-18,maestro,6329-5999-7189-7440,OnrNWNhcrHB4,BH23 LSEZ ZRFE CTWP AJE2 TH,Void
599638359,202275856,1,boleto,1,68.54,13-Jan-18,jcb,6392-5721-9473-8560,cb4J3O,HR28 6481 2344 7959 3473 6,Void
972941974,79432909,1,boleto,1,32.62,22-Jan-18,switch,4702-5932-3094-8200,pVBKJN899gJ,PK69 JHNY OMWI ZNWU OKEH 1JIF,Completed
425491337,315299925,1,credit_card,8,340.08,23-Jan-18,jcb,6265-9093-4018-6560,Rd3CGI,FR48 1600 0659 68MY IFUL BC3P V72,Cancelled
279322211,458673986,1,boleto,1,82.06,25-Jan-18,diners-club-carte-blanche,5262-2030-2399-3500,YtNpEJc,FR72 2148 7254 177J WR7J 0XIT Q15,Void
358671023,921321481,1,credit_card,1,40.95,29-Jan-18,diners-club-carte-blanche,6430-2911-5574-6480,RhRSrP,LB39 8845 LUKL YOGL FCKG JGID I3SQ,Cancelled
312875872,715208233,1,credit_card,3,67.01,29-Jan-18,mastercard,6574-6673-2301-8620,Gs0i4Egs5Tz,FR97 8335 4129 97GV 1C3A CLBQ Y90,Void
139648575,264647317,5,voucher,1,20,02-Feb-18,mastercard,5046-2786-7321-5340,y4rbfc,BG09 XKRD 5474 90ZH C14U TN,Void
501172240,760544744,2,voucher,1,76.9,02-Feb-18,visa,5318-6869-4209-1980,HqXrtJnIGacN,PL92 7021 8779 6866 5570 5972 5528,Cancelled
237185478,892700461,1,credit_card,4,40.27,02-Feb-18,solo,6606-8950-0911-7860,kMj9NZr,SK18 8051 7309 0851 8718 2901,Completed
966369005,849447450,1,credit_card,8,242.1,03-Feb-18,china-unionpay,6408-5817-7584-8200,ALGlAH0zQZ,CZ27 4961 9646 4978 4643 8134,Void
608436554,55284437,1,boleto,1,207.24,04-Feb-18,china-unionpay,6064-6650-2191-3530,I8JEzPw,LU81 807V KUFM N5PA DIBJ,Cancelled
25095711,224795565,1,credit_card,2,215.56,09-Feb-18,jcb,6018-1261-7359-2250,abGy2G9EN2I,PT71 8848 3153 8515 4321 6426 2,Completed
558290368,729574406,1,credit_card,1,39.92,12-Feb-18,jcb,5953-1723-1816-2890,ieZKJsu4NyI,CR73 5616 1871 3076 4047 6,Completed
60068150,871715941,1,credit_card,8,156.09,13-Feb-18,bankcard,6380-4551-6926-8810,1jhfpzHT6j,FI95 5250 2986 5467 18,Completed
246800504,979553207,1,credit_card,2,131.5,15-Feb-18,americanexpress,4748-5319-6008-5960,NdT0K4H7R5u,FR09 6645 5925 17F0 6MC3 JZSJ O55,Cancelled
927795019,503448165,1,boleto,1,137.73,15-Feb-18,visa,5072-4443-3633-2870,9Qm7wKW4,AL96 8420 3327 QRUZ MDV2 BNRJ SLSW,Completed
62569724,932375005,1,credit_card,1,31.75,19-Feb-18,jcb,6359-0206-3054-8290,AFBxIUCSVG,FR79 7047 0542 45YH SXA9 8IG5 Q72,Void
918588011,320783508,1,credit_card,8,348.77,19-Feb-18,jcb,5193-1813-9177-8820,jP1I62zGFY,NO95 7599 1350 912,Cancelled
714698698,726074845,1,credit_card,1,12.22,21-Feb-18,diners-club-carte-blanche,4779-3206-4404-5200,Fn3rxw4g,FR44 4655 6412 45TQ IXNL DVHE N57,Cancelled
983949787,851936220,1,credit_card,4,139.87,21-Feb-18,jcb,6598-7445-2971-0240,eIR79LD,AT36 4572 7933 9257 8206,Completed
178329542,764892724,1,credit_card,12,257.1,22-Feb-18,jcb,5161-5990-8481-8220,RozhWigPJ,ES32 9004 9375 0514 9853 6427,Cancelled
559717590,244382577,1,credit_card,3,269.46,25-Feb-18,jcb,5964-5083-3643-7990,ri2OsbDi4oN,KZ50 586Q 1Q3P STER QZVA,Cancelled
955947584,910971740,1,credit_card,1,40,25-Feb-18,switch,4900-4153-4929-9010,4GcdvoR,IS47 0856 6961 6924 6458 1577 90,Void
23055047,947655412,1,credit_card,10,350.09,27-Feb-18,jcb,5092-0626-7936-1150,Ip7jQm,IL77 0822 5279 2170 3235 870,Cancelled
6263624,266643557,2,credit_card,6,134.55,27-Feb-18,americanexpress,6771-8971-2235-0860,Ivtr2Kg9Ue7m,GI39 SBWH QTPI GTOD DC9L XEC,Completed
190414737,560035749,1,credit_card,3,112.73,02-Mar-18,jcb,4899-5106-4426-2620,D5V2sPC1Rvnx,AD44 5902 0782 YBXZ VMSQ SPMK,Void
735412473,118779964,1,boleto,1,72.05,03-Mar-18,jcb,6285-5871-9769-2170,3gcYtDd8IJT,TN88 5806 8653 8192 2727 7129,Void
805706225,40774833,1,credit_card,1,0.67,05-Mar-18,jcb,5457-2532-5254-2420,tRgrEMfpc2Tr,SI40 8604 4584 5280 572,Cancelled
78640851,781580975,1,credit_card,2,77.77,05-Mar-18,jcb,6393-5595-0895-8710,oQDBK3HHO,RO04 ULAF NBW7 OBTW ARAV 6UNE,Cancelled
547494022,433687722,1,credit_card,2,26.68,08-Mar-18,bankcard,6046-5002-3671-4820,FEWgHw1dqhc,FR30 0565 3081 96Z5 DYLX EZMT 983,Cancelled
8233508,811650135,1,credit_card,1,371.42,12-Mar-18,visa-electron,4714-0510-6578-1330,qvH6CBJbc7,KZ03 729Y 5BPW POOL HVWQ,Cancelled
563633332,533980423,1,credit_card,6,225.71,13-Mar-18,switch,5548-0173-5617-8830,zOcmol9b,BH09 HVBN BZSG YGIK 2DLV WN,Cancelled
161485632,609923982,1,credit_card,3,103.79,15-Mar-18,visa-electron,5708-2457-7377-6750,BhVgKeCFd82F,PK43 FCUC 5ZXL BPPS FZOO ETT9,Void
748163580,943282172,1,boleto,1,65,17-Mar-18,jcb,5215-4843-4585-4980,NAIzhuR90N,TR68 0487 6065 U4AL F7GJ IDBT 9L,Completed
303548278,482098065,2,voucher,1,69.8,17-Mar-18,bankcard,5627-9919-0223-7920,CnDEaH4Tw2,BE47 3799 3470 2520,Completed
977142612,452473323,2,voucher,1,20.09,19-Mar-18,visa-electron,4743-8265-0520-4820,HUCM3cs4BY,RO43 HPGW HUGV QXP0 IAGZ NSLN,Void
192827631,138656420,1,credit_card,1,125.41,20-Mar-18,jcb,5710-1629-2334-0520,7Dci6j,KW92 YJEN 70XZ ESZA 9LTG XWX2 HQVH A4,Void
127145298,424420786,1,boleto,1,95.99,23-Mar-18,mastercard,5603-9769-0146-9970,2IAspoE4kei,FR59 7501 6013 45RI MFJQ TCUD D92,Completed
67528951,240852176,1,credit_card,2,25.33,24-Mar-18,jcb,6549-8943-0731-7940,1phhzkPOMzY,PK58 VFJE KJAT NMQ7 63OT NYKQ,Cancelled
344529974,95472327,1,credit_card,1,52.57,24-Mar-18,diners-club-us-ca,4771-7889-9578-4740,Dlfvh9qJzly,FR74 2890 6568 72QN 2SKO GV8O 697,Cancelled
484553354,441308592,1,credit_card,2,145.58,28-Mar-18,americanexpress,4794-2773-9000-7640,dBc8BV,BG41 IFRE 9925 25FU 7DPD C0,Completed
993519364,549622779,1,credit_card,3,49.7,02-Apr-18,solo,6262-1286-3624-0120,k2iQvo7,MC57 2630 4040 75QK SYXD RL5Z F58,Completed
611027994,318603419,1,credit_card,1,47.43,04-Apr-18,laser,4898-9026-3738-5420,mqVFBO,CR08 1396 0386 2277 5090 3,Cancelled
864407850,760372534,1,credit_card,2,168.57,04-Apr-18,jcb,6156-7372-6563-8540,bULJyS,IE58 TQTK 9959 7957 8216 63,Completed
939348149,796566700,1,credit_card,1,133.81,06-Apr-18,jcb,5020-8656-9518-9400,YIqYbF,GT74 KM0R RHGH MI4Y F7CD ZDUG GHGR,Cancelled
952924563,262552354,2,voucher,1,1.23,08-Apr-18,jcb,5598-2729-7269-5600,Hq5Sw3n,NL70 RGDF 8699 4208 29,Cancelled
500508691,148277030,1,boleto,1,123.82,08-Apr-18,jcb,4643-6810-5277-5790,Z2kkxi8,FR77 2993 2029 18KS JGVY MFJE 218,Cancelled
394146044,518080008,1,credit_card,3,283.66,12-Apr-18,bankcard,5057-0057-4200-0980,hqJrAtu,SA85 77G5 GWZ3 YFNC Q06K 5VNN,Void
127706762,130949645,1,credit_card,1,89.88,13-Apr-18,jcb,5343-4932-1728-0410,XAjfCf,MR98 4092 9326 6895 6533 3081 547,Cancelled
401803049,395754966,1,boleto,1,32.38,13-Apr-18,bankcard,5014-7094-2365-9270,nfdP1bk1,PK72 DRBC W18D QI0P YA4V GYJN,Completed
677130684,766293993,1,credit_card,1,43.08,19-Apr-18,diners-club-us-ca,5881-6831-4747-1110,A3PSm16Ch9,FR96 5045 2724 69BE LLW8 WAD8 I99,Completed
613659710,929352910,1,credit_card,1,254.58,19-Apr-18,jcb,6217-3508-3583-4700,MXCxKL2b2Pug,RS22 9862 3424 1707 6588 35,Completed
839460146,420511010,2,voucher,1,48.91,23-Apr-18,maestro,4633-2383-6509-1030,WDN1W8c,PS20 QTMD GMXH BIPJ TOJF 4SR6 PEUS S,Completed
998689869,70446317,1,credit_card,4,48.22,28-Apr-18,diners-club-enroute,5492-8804-2244-8690,MryRv3jON54l,SM75 S780 3295 367M GAAF 4UUD 9PI,Cancelled
130341507,705871723,1,credit_card,6,67.58,29-Apr-18,maestro,5144-8799-3321-6730,oyPSMnD,RS33 1242 2102 3183 8060 64,Void
474130547,362876270,1,credit_card,10,311.18,29-Apr-18,mastercard,5085-3037-9811-3840,ZaWLBgEoYYr,BR86 3409 7151 1581 1484 9695 336Y L,Completed
451967672,285757270,1,credit_card,4,154.14,01-May-18,jcb,6050-8866-5682-9210,NgkYThoj,GT26 VHUB JK7Z T6LQ IVGE 52QW 9QQY,Cancelled
931977156,983331422,1,credit_card,2,333.68,02-May-18,jcb,4744-4270-8929-2900,PoBCGCRGpzL,MK41 499N TJKS HUH9 T61,Cancelled
341614540,129009478,1,boleto,1,404.88,03-May-18,americanexpress,5260-9624-3288-8960,3YN9A6x,MD65 WOFV GPPV WYDN QGQH JMAX,Completed
300511084,670374583,1,boleto,1,44.77,03-May-18,jcb,4658-9611-9765-9650,zOQyBu0VMHf7,TR34 4685 2XZQ ZHKC XCHM EXXU 0V,Completed
561144561,223480937,1,voucher,1,1302.42,04-May-18,jcb,5807-1541-1735-6420,5QAFRyOKlA,FR39 3338 9683 12NK UR0U IX1K X11,Void
994735931,334907374,1,credit_card,10,645.8,06-May-18,bankcard,6682-2260-7126-8150,NYhjVQNdSy,GL26 2936 6365 6652 37,Cancelled
624917503,521063253,1,credit_card,1,186.39,09-May-18,china-unionpay,6315-1668-3629-5260,9bq3qBv,FR98 6827 3965 19P4 CXIU 3WK5 O52,Completed
941143090,261659215,1,credit_card,10,208.41,11-May-18,jcb,6269-6233-0082-6190,x3cj3ac3e6,PS22 RMNF NCWM TKMC XTNU F2XF CUL3 7,Completed
319677479,881198460,1,debit_card,1,76.39,15-May-18,jcb,6077-5474-9401-1460,0ffl1LaAMF9,IL17 1549 6074 8743 4887 480,Void
541529560,11693822,1,credit_card,2,67.42,16-May-18,china-unionpay,6403-4197-4634-3120,0JG595S,IS43 1459 6277 8831 7709 3198 44,Cancelled
936705058,272726042,1,credit_card,4,232.05,16-May-18,jcb,6496-9653-1852-1590,fu4bUxB,PT95 1036 8792 0289 7138 9651 8,Completed
862057743,886487814,1,boleto,1,69.33,22-May-18,maestro,5848-4434-4273-8190,9KzLCime,HU07 6525 6453 5364 2001 2333 1579,Void
955823333,990472707,1,credit_card,3,641.2,27-May-18,jcb,5045-4808-9486-9580,H57Rk1qM,MC52 6041 2365 426M SU1H XZPV K23,Cancelled
457363663,158255917,1,boleto,1,41.86,01-Jun-18,maestro,4575-4141-5422-4690,9n8GND6AqQk5,PL53 7006 4185 3971 6237 0882 1013,Cancelled
428448516,475312915,1,voucher,1,50,02-Jun-18,jcb,6639-8600-9971-1300,9eS2ASaC,CH55 9834 22BU AWOM I2XB Q,Void
261377474,652601311,1,credit_card,1,106.96,03-Jun-18,maestro,4693-9150-3830-0290,msueJLQN,BA67 1766 5589 7757 2588,Completed
943455913,260557280,1,credit_card,10,2288.31,08-Jun-18,mastercard,6270-2049-1022-7180,bmpKZcluc,AZ44 ULUB QF6Z 8KNA 6JFD ARDB ETMQ,Cancelled
672080075,463408253,1,boleto,1,69.9,09-Jun-18,americanexpress,4754-2155-0680-6880,gGjmYWRVUNTM,FR22 4652 9163 56RK QFS9 2U40 M34,Void
617990317,282219105,1,boleto,1,88.08,10-Jun-18,instapayment,5646-5144-5020-6260,LCzaFEhtw,FR70 3922 1530 352F 0O3O 9ZUO F16,Void
255520656,522255385,1,credit_card,4,117.39,10-Jun-18,jcb,6391-1510-0822-0290,oUamPdsmD,VG16 LKGO 2699 3330 5235 5371,Void
113234909,257669111,1,debit_card,1,194.91,14-Jun-18,jcb,6343-4593-0325-7020,VmLmarFt,PT97 6593 4999 8461 9901 9915 5,Cancelled
722350822,846196093,1,debit_card,1,68.89,15-Jun-18,diners-club-international,6393-9847-3373-0970,1MOmPfVhDHv,LI46 0492 6U3A CWGL 0P7B X,Cancelled
662102085,889949711,1,credit_card,2,151.51,15-Jun-18,jcb,4869-9688-1746-9320,nLHnzkecu8,CZ22 3765 8686 3233 1496 7977,Void
698735200,797139751,1,credit_card,1,54.85,23-Jun-18,jcb,5707-0060-8865-5380,4qMHCThme5V,AE48 2869 8908 8057 7347 161,Void
598097547,79274083,1,credit_card,1,103.68,26-Jun-18,jcb,6653-6560-1987-2980,rKTYK60Y023,MD88 HHQS 81VS F91S N3GR WRIZ,Void
718221712,977288663,1,debit_card,1,225.63,26-Jun-18,instapayment,5266-3298-4394-3030,GIH1zKDWOi,RO40 CFJN GVC5 EEDR 8DLT D6B9,Completed
267713330,459598384,1,boleto,1,39.6,26-Jun-18,mastercard,6626-8777-9464-1250,0taqfSSC,FR17 7580 8957 84D3 PW50 3SIF E77,Completed
899210340,530489291,1,credit_card,10,159.18,27-Jun-18,visa-electron,6734-5587-8295-6680,Z40iZwEiID,SE64 2226 1041 6190 7632 9725,Void
568048359,520399272,1,credit_card,1,234.43,27-Jun-18,visa-electron,6008-3628-8996-0050,uio5LbZSqH,FI31 9730 0666 7252 52,Void
168956918,621307077,1,boleto,1,44.83,29-Jun-18,diners-club-enroute,6318-7562-3393-0670,oJ8hLutE7KCt,AD49 3781 6685 CV8I DXFS 7ZLE,Completed
506955945,975024247,1,credit_card,4,205.44,29-Jun-18,visa-electron,6508-0102-9067-3020,JmvXZ98c,BE65 7233 2604 3824,Void
2255825,283003935,1,credit_card,1,13.55,30-Jun-18,bankcard,5269-4705-6986-3850,IovmWY,LV82 BBOP QQVY 83KM NNPV Y,Void
490562571,476916976,1,credit_card,1,221.96,01-Jul-18,visa,5587-7660-6447-4190,9n8UNoskMTh,PK43 XJZF 4GRN 7RAZ YMZW LIP6,Void
438275651,836943083,1,credit_card,1,52.38,02-Jul-18,jcb,6457-4845-6465-0600,vib74DNKd,FR24 4976 3567 018K MNBH CTWV U36,Completed
219233141,799906468,1,credit_card,9,131.47,08-Jul-18,laser,5504-6417-8623-0290,76BXbMJ,BG09 LKGO 8353 54SO 3D7N AF,Completed
28247719,616379097,1,credit_card,2,38.06,14-Jul-18,jcb,5938-1134-9863-7120,dk9oJaFHjbi,TR69 6318 6B0S LECT HT76 XYOM DJ,Void
591558871,935817203,2,voucher,1,35,14-Jul-18,americanexpress,4838-6666-6710-1240,0CESaW4Fg,AE06 2378 0204 7303 5109 953,Cancelled
782360488,900016066,1,credit_card,3,143.65,19-Jul-18,diners-club-carte-blanche,5675-3196-5797-3000,pjXfeVWpLyD,GT54 HA4T 0FHT AKEH B6VG KEK1 S9UQ,Void
262355971,844177662,1,credit_card,3,86.73,20-Jul-18,visa-electron,5709-8610-4122-7540,Rr6S0h8i,FR23 5218 3770 34AK YW9V LPJZ W62,Completed
924541964,84668469,1,credit_card,5,118.35,25-Jul-18,switch,4808-3766-9057-6520,EqF2lBHdL,IL06 1078 6580 5749 6054 999,Void
657285052,324585561,1,credit_card,1,341.58,25-Jul-18,jcb,5200-7952-5799-6390,RnF3Ob,FR95 7738 2070 51BY CVRI MQVU T35,Completed
515205225,262184447,1,credit_card,2,105.42,28-Jul-18,jcb,5081-2248-3824-4660,DhHJdNdzZtO,FR33 3008 6309 78ZC 6YKD SML2 E42,Void
803385878,314817984,1,credit_card,4,68.16,28-Jul-18,jcb,5721-1026-5408-8680,KaKjdZHYiCS,AE07 8323 9515 9004 6600 856,Completed
400155304,751698927,1,credit_card,10,357.97,29-Jul-18,jcb,6294-2532-8053-3070,MPQtoVuVK,DE44 6566 8869 2622 1107 60,Completed
6819573,576253984,3,voucher,1,2.99,02-Aug-18,bankcard,6698-9292-4653-5430,jG1xRLO0,CH04 8031 4SVH D3SP XZYV D,Void
90941547,203764639,1,boleto,1,92.57,03-Aug-18,jcb,6535-5684-3947-0290,LC28Ys,SA54 27RY DBV0 0SPD O5YN D3XO,Cancelled
13337050,475774961,1,credit_card,2,68.35,11-Aug-18,laser,5979-8767-1484-2600,5fwiUY,TR40 2328 284P DGHR TTER DIZU 1R,Cancelled
13297832,676060539,1,credit_card,13,197.23,11-Aug-18,americanexpress,5573-7580-3035-0810,EyuXqLxU,LT97 9254 9954 6467 9189,Completed
347326219,323308046,1,credit_card,3,153.67,13-Aug-18,mastercard,5066-3775-0240-2870,TVcMtUP,PK86 NZDA 16XU VCBZ QNY1 IMNO,Completed
490555786,236290665,1,credit_card,3,46.43,16-Aug-18,jcb,5770-2301-3581-0780,BsbogJttQiB,KW69 VVHB FXYY ZKA2 XDZE ERTM LWYJ 4F,Completed
452913332,779579642,1,credit_card,4,102.03,17-Aug-18,visa,6566-5016-9638-5950,AJVFhj3LVh,LT83 7397 1532 5068 0015,Cancelled
848260039,763949491,1,credit_card,5,119.45,17-Aug-18,jcb,6779-6758-8174-3190,OxiUCkz,SM09 R705 7422 194M BZLM 1RMD GRD,Cancelled
236226070,518924416,1,credit_card,1,44.23,19-Aug-18,jcb,5166-2266-6098-6820,dLuDYLoz,CH31 1805 0MJM F8C7 TI9R G,Void
598893193,421493735,1,credit_card,1,67.5,20-Aug-18,mastercard,5704-0347-9712-2320,NK1d9hHZ,FR85 9959 2689 96VF 3TFT 8GLZ R27,Cancelled
409594330,273389335,5,voucher,1,8.75,21-Aug-18,americanexpress,6321-8321-5003-4200,pYExTEE,FR69 8014 7322 36WM QQVS GMJ7 Y50,Cancelled
847193557,857765132,1,credit_card,2,44.27,22-Aug-18,visa,6589-5686-4995-4470,wxgvnX,MR14 9394 2920 0245 2574 9858 831,Cancelled
316955991,775096121,1,credit_card,1,37.15,23-Aug-18,jcb,6617-2814-1988-8280,vHAmbIsFfd7k,SE91 5799 1270 0915 4381 3780,Void
520130547,889039571,1,credit_card,2,114.13,26-Aug-18,diners-club-enroute,6617-1125-7123-8370,HVAMMOL8FhK,SK09 8848 0351 2010 7089 3402,Void
215550722,405969455,1,credit_card,1,396.97,29-Aug-18,jcb,5189-0709-9987-1040,vwTfgfHaXlz,ES90 5584 2889 0811 3314 5963,Cancelled
892953524,841519565,1,credit_card,10,185.85,29-Aug-18,visa,5171-1377-3801-0790,lmpkI4DXIuM,RO29 GRVH ULJ8 UJHZ FQPB MKTZ,Cancelled
282840994,349405773,1,credit_card,3,62.11,29-Aug-18,jcb,6136-0196-1080-0020,qODjdVfFLO1V,IS49 9155 6148 9888 0598 3297 86,Completed
869680781,740471385,1,credit_card,2,25.23,03-Sep-18,jcb,4738-6184-0986-8870,A0kAqxmF,CH90 4900 1EWN 4YQC MZDH V,Cancelled
748380193,716325093,1,credit_card,5,153.22,04-Sep-18,jcb,6668-3915-6362-8080,ZbuZGQdR1lC,AT07 2200 4879 9931 6729,Cancelled
499610062,455682426,1,debit_card,1,145.01,08-Sep-18,switch,5978-1101-1041-0870,gqKVN1skhI,CR03 1651 6762 6978 6485 7,Cancelled
667346905,201102885,1,boleto,1,70.89,09-Sep-18,jcb,5777-2905-2139-3620,L4xDX14FGcDJ,MR48 7440 0459 7787 9486 1276 028,Void
417137453,764026949,1,credit_card,6,114.34,14-Sep-18,diners-club-carte-blanche,6349-8906-6363-0460,O2zsLyTgl,LB10 5649 HOWP QNFD ANB1 6J2Z JNWN,Cancelled
336803171,46945055,1,credit_card,2,31.38,17-Sep-18,switch,4613-7589-4870-9650,y2a7px,LI12 5137 2HEK WNYO WPPV Y,Completed
631397608,775197439,1,credit_card,5,256.5,18-Sep-18,americanexpress,4838-6480-5954-1890,10bRNf,RO55 WVOG X13W DROC HWUE POPW,Completed
445031375,134470985,1,boleto,1,341.4,23-Sep-18,jcb,4735-6671-6096-3460,SLLzGbMsMh,FR52 8154 9468 91TV W9WP ZB3Y K00,Void
760458053,309660656,1,credit_card,1,143.99,23-Sep-18,jcb,5093-1738-1924-7620,CqTAbjl8LAY,SI60 3454 0427 0413 285,Completed
370551160,766656990,1,voucher,1,84.88,26-Sep-18,bankcard,6404-5773-3242-8940,E26QofcJW,ME07 9794 5284 3757 9877 50,Void
106180667,909998116,1,credit_card,8,232.27,26-Sep-18,jcb,5739-5815-4239-6290,o7lQzjYlDD,FR28 9607 8239 1301 5QFE INFR L32,Cancelled
967427457,444908658,1,credit_card,5,194,27-Sep-18,maestro,5646-0065-0692-9220,RZY7Xhm4i2,IE93 ESZT 9432 4329 2208 72,Cancelled
161693959,486572153,1,credit_card,1,260.57,29-Sep-18,jcb,4842-6654-1498-3670,XK7jNm,GB68 GNOP 6930 8068 9709 82,Completed
648362289,570975185,1,credit_card,1,49.59,29-Sep-18,jcb,4994-3382-8274-1820,iRyBf08a,CY76 6368 2455 NALB MWC6 Z1LU IBC3,Completed
301872290,173881026,1,credit_card,3,196.55,01-Oct-18,jcb,4994-4244-2763-0700,x9SfuSw,CY20 9679 1398 GXQV WZ7C NP1P DGUW,Cancelled
23057473,393752034,1,boleto,1,245.94,01-Oct-18,jcb,5612-0736-6280-3060,54JRwQy,ES68 4672 9372 4351 5900 3076,Completed
437932434,446936078,2,voucher,1,72.42,02-Oct-18,jcb,4662-5167-7106-1220,gYv63f1xAhj,PK20 EQPL MF68 BNAW F6L8 E9K1,Completed
488472451,823224200,1,credit_card,2,217.15,06-Oct-18,jcb,4816-3251-8612-6310,MYOWu5ZSh,LV85 CCOZ SBI8 I3IC FUQB M,Void
116247842,329781264,1,credit_card,4,152.28,13-Oct-18,jcb,6359-4290-6750-8220,Z5B773,ME75 5089 6057 9590 9132 59,Completed
762069562,610095667,1,credit_card,3,72.34,19-Oct-18,jcb,6330-5981-1556-6700,lx9QGa,CR17 3174 8524 7860 3284 0,Cancelled
816101261,523809589,1,credit_card,5,128.95,20-Oct-18,jcb,6169-0313-6510-6860,PNgKS7du9,FO51 6340 2529 7517 19,Completed
474840103,108522993,1,credit_card,1,56.85,22-Oct-18,switch,5100-0434-4625-4770,Kom8NvGjWWy,FR11 8232 6984 29LP OQ0W VZVL D69,Void
6234613,52756920,1,credit_card,1,20.29,25-Oct-18,mastercard,6390-7342-5813-1500,g4ZmiX,DK62 8285 2539 2414 23,Completed
611591882,484106041,1,boleto,1,171.75,26-Oct-18,diners-club-enroute,6346-0756-0303-2500,t1i6ErTEMpiz,LT83 6027 7712 9829 2617,Void
389256736,601976229,1,credit_card,1,85.82,27-Oct-18,switch,6665-6626-9521-0800,29WK0e077,FR16 4391 9683 37PN KSWA YOFL M50,Void
519203597,952549863,1,boleto,1,56.05,27-Oct-18,jcb,5534-1713-8274-4220,lkZNr77,BH64 ATKQ NYVT KE7M EYZN MP,Void
787560090,724031041,1,boleto,1,26.09,27-Oct-18,mastercard,4640-4667-2429-6390,ysw8b4R7loRF,MU18 OQLP 8229 8025 4362 7353 333J IB,Completed
810936321,146157770,1,credit_card,1,41.17,28-Oct-18,china-unionpay,5365-5671-7166-3220,oeaHsA,CR79 3283 5592 8766 7888 9,Completed
215532064,872546392,1,boleto,1,37.25,31-Oct-18,americanexpress,5083-3391-2161-9010,QsckxN,LV73 ENRV KJAS 28Y3 KKGL G,Completed
835093953,651917162,1,credit_card,5,135.13,03-Nov-18,visa-electron,4976-4030-5917-1930,shop0k2O2lw,DE09 0863 4601 9339 0351 86,Completed
334711669,597275727,1,credit_card,5,477.45,04-Nov-18,americanexpress,6104-6649-6181-6880,piwelIQY3cf,IS50 4161 4960 6660 2280 3089 80,Cancelled
153351576,760064258,1,credit_card,2,440.12,06-Nov-18,maestro,5104-3842-3676-6890,I41vCT6GupYB,PK60 AZNA IWBQ CCID AIYB GT8D,Cancelled
510434791,292048300,1,credit_card,1,67.7,09-Nov-18,jcb,6594-3037-7101-0950,6Irq4Fx6,IE14 XYEF 2842 3469 6345 07,Cancelled
358499350,930732579,1,boleto,1,168.51,10-Nov-18,jcb,5830-7205-7772-5260,8l0n6dal9F,SA49 202T WL3H AXLY PYWC A2TR,Void
313738479,386492782,1,boleto,1,31.86,12-Nov-18,visa-electron,5167-4214-7985-9670,UOSFERd9NE,LT18 0955 3065 5926 0591,Cancelled
900404119,251893025,1,boleto,1,40.87,16-Nov-18,bankcard,4792-8575-9742-7860,IqkTOGHleA9,IL76 8400 5540 4618 2968 358,Cancelled
601896369,882850679,1,credit_card,10,109.59,17-Nov-18,visa-electron,5515-9942-5360-4270,uqszYgKIkrRj,MT47 TBDH 4127 69QT XHET YDQZ TSJG VGR,Void
671086141,364628013,1,credit_card,3,206.87,17-Nov-18,maestro,5792-9760-7639-4070,hU3PaIdjG6Ee,AE34 6828 8637 1409 7327 243,Cancelled
27437652,632950999,1,credit_card,1,134.38,18-Nov-18,americanexpress,6013-2236-2008-3560,KATrS5wEcE,BR21 1594 5071 7046 0769 8579 686U N,Cancelled
498535688,708376400,1,credit_card,1,56.06,19-Nov-18,diners-club-carte-blanche,5363-4070-5475-5490,uH1oWjl,AZ18 JNQN V0NM NYBA MHOK WW4P C55S,Void
438617395,858387146,1,credit_card,3,264.08,22-Nov-18,jcb,6405-1125-7034-0990,Zf173Vil,CZ61 9836 7853 2358 2007 1669,Cancelled
759123138,576971293,1,credit_card,10,240.77,23-Nov-18,diners-club-carte-blanche,5757-0072-6771-0020,JrGEKpoC,CR85 8091 7538 7224 5774 3,Completed
528721667,617118236,1,credit_card,2,91.72,24-Nov-18,jcb,5941-7466-5054-4750,QuMNTrl,VG06 ZXDO 0462 5564 1116 7406,Cancelled
154026610,713867261,1,credit_card,4,49.01,27-Nov-18,diners-club-carte-blanche,5278-0380-4795-7330,grlnuOFr,VG37 DOYF 5617 7506 4793 4993,Completed
544664843,798588410,1,boleto,1,107.87,28-Nov-18,diners-club-us-ca,6121-0085-9320-7510,7d6ybqq,FR56 4086 3566 22JS TYLW 4KB1 924,Completed
